order_id,customer_id,product_id,channel_id,order_date,quantity,unit_price,total_amount,order_status,delivery_date
ORD-11950,CUST-0216,PROD-140,CH-01,2023-12-15,1,1752.42,1752.42,cancelled,
ORD-11951,CUST-0086,PROD-128,CH-03,2022-10-25,1,2085.07,2085.07,completed,2022-10-27
ORD-11952,CUST-0330,PROD-111,CH-02,2022-01-22,1,3494.37,3494.37,completed,2022-01-28
ORD-11953,CUST-0159,PROD-145,CH-01,2022-08-09,3,2094.18,6282.54,completed,2022-08-13
ORD-11954,CUST-0037,PROD-102,CH-01,2022-02-09,1,3124.58,3124.58,completed,2022-02-12
ORD-11955,CUST-0152,PROD-124,CH-03,2022-05-19,2,2616.01,5232.02,cancelled,
ORD-11956,CUST-0214,PROD-107,CH-02,2021-01-20,2,3718.81,7437.62,completed,2021-01-23
ORD-11957,CUST-0487,PROD-128,CH-03,2022-08-29,2,2085.07,4170.14,cancelled,
ORD-11958,CUST-0060,PROD-118,CH-01,2021-03-22,1,1912.21,1912.21,completed,2021-03-26
ORD-11959,CUST-0302,PROD-111,CH-01,2022-01-30,2,3494.37,6988.74,cancelled,
ORD-11960,CUST-0058,PROD-105,CH-03,2023-10-20,3,3221.29,9663.87,completed,2023-10-27
ORD-11961,CUST-0475,PROD-102,CH-01,2022-01-02,1,3124.58,3124.58,completed,2022-01-05
ORD-11962,CUST-0342,PROD-114,CH-01,2023-01-03,3,3231.42,9694.26,pending,
ORD-11963,CUST-0097,PROD-132,CH-01,2021-03-06,1,1633.99,1633.99,completed,2021-03-14
ORD-11964,CUST-0375,PROD-109,CH-01,2023-10-16,1,2552.17,2552.17,completed,2023-10-25
ORD-11965,CUST-0363,PROD-110,CH-02,2022-01-01,1,2635.02,2635.02,completed,2022-01-07
ORD-11966,CUST-0084,PROD-103,CH-01,2023-02-08,1,3714.61,3714.61,completed,2023-02-14
ORD-11967,CUST-0484,PROD-106,CH-02,2022-01-26,1,3605.58,3605.58,completed,2022-01-30
ORD-11968,CUST-0147,PROD-103,CH-02,2021-01-02,2,3714.61,7429.22,completed,2021-01-04
ORD-11969,CUST-0480,PROD-146,CH-01,2023-01-28,1,1869.39,1869.39,completed,2023-02-02
ORD-11970,CUST-0031,PROD-102,CH-03,2023-09-27,1,3124.58,3124.58,pending,
ORD-11971,CUST-0089,PROD-143,CH-02,2021-05-16,3,2100.35,6301.05,completed,2021-05-23
ORD-11972,CUST-0191,PROD-102,CH-03,2023-08-09,1,3124.58,3124.58,completed,2023-08-13
ORD-11973,CUST-0138,PROD-110,CH-01,2021-06-06,2,2635.02,5270.04,refunded,2021-06-14
ORD-11974,CUST-0142,PROD-112,CH-03,2021-03-03,1,3413.06,3413.06,cancelled,
ORD-11975,CUST-0080,PROD-102,CH-03,2023-05-02,1,3124.58,3124.58,completed,2023-05-04
ORD-11976,CUST-0435,PROD-114,CH-02,2022-10-21,2,3231.42,6462.84,completed,2022-10-28
ORD-11977,CUST-0382,PROD-106,CH-01,2021-06-27,4,3605.58,14422.32,pending,
ORD-11978,CUST-0407,PROD-107,CH-02,2023-05-28,2,3718.81,7437.62,refunded,2023-05-30
ORD-11979,CUST-0128,PROD-138,CH-01,2021-01-22,1,1695.68,1695.68,completed,2021-01-24
ORD-11980,CUST-0068,PROD-142,CH-01,2023-11-06,4,1585.41,6341.64,completed,2023-11-12
ORD-11981,CUST-0391,PROD-110,CH-01,2022-08-19,1,2635.02,2635.02,completed,2022-08-28
ORD-11982,CUST-0060,PROD-114,CH-02,2022-03-13,3,3231.42,9694.26,completed,2022-03-17
ORD-11983,CUST-0375,PROD-143,CH-01,2022-10-01,2,2100.35,4200.7,completed,2022-10-04
ORD-11984,CUST-0014,PROD-148,CH-02,2023-11-09,2,1847.98,3695.96,completed,2023-11-14
ORD-11985,CUST-0497,PROD-111,CH-02,2023-05-18,2,3494.37,6988.74,completed,2023-05-21
ORD-11986,CUST-0164,PROD-106,CH-01,2021-01-23,1,3605.58,3605.58,completed,2021-01-31
ORD-11987,CUST-0213,PROD-142,CH-01,2021-08-11,2,1585.41,3170.82,pending,
ORD-11988,CUST-0242,PROD-119,CH-02,2023-08-02,1,2695.51,2695.51,completed,2023-08-07
ORD-11989,CUST-0276,PROD-102,CH-03,2022-01-03,3,3124.58,9373.74,completed,2022-01-11
ORD-11990,CUST-0276,PROD-101,CH-01,2021-01-25,3,2062.47,6187.41,pending,
ORD-11991,CUST-0191,PROD-111,CH-01,2023-02-04,3,3494.37,10483.11,completed,2023-02-10
ORD-11992,CUST-0086,PROD-102,CH-01,2023-11-20,1,3124.58,3124.58,completed,2023-11-26
ORD-11993,CUST-0391,PROD-107,CH-01,2022-03-03,1,3718.81,3718.81,cancelled,
ORD-11994,CUST-0206,PROD-103,CH-03,2023-05-27,3,3714.61,11143.83,completed,2023-06-03
ORD-11995,CUST-0180,PROD-127,CH-03,2021-03-13,1,2641.01,2641.01,completed,2021-03-15
ORD-11996,CUST-0442,PROD-114,CH-01,2022-07-24,1,3231.42,3231.42,completed,2022-07-30
ORD-11997,CUST-0266,PROD-126,CH-02,2023-02-20,1,2119.57,2119.57,completed,2023-02-23
ORD-11998,CUST-0043,PROD-125,CH-01,2023-12-27,5,2577.58,12887.9,cancelled,
ORD-11999,CUST-0002,PROD-115,CH-01,2023-12-14,2,2616.8,5233.6,completed,2023-12-23
ORD-12000,CUST-0419,PROD-109,CH-01,2023-01-10,1,2552.17,2552.17,cancelled,
ORD-12001,CUST-0037,PROD-102,CH-01,2023-02-03,1,3124.58,3124.58,completed,2023-02-09
ORD-12002,CUST-0016,PROD-109,CH-01,2023-01-21,2,2552.17,5104.34,completed,2023-01-25
ORD-12003,CUST-0016,PROD-155,CH-03,2021-06-24,1,469.35,469.35,completed,2021-06-26
ORD-12004,CUST-0081,PROD-107,CH-01,2021-06-04,1,3718.81,3718.81,cancelled,
ORD-12005,CUST-0081,PROD-110,CH-02,2021-08-02,3,2635.02,7905.06,completed,2021-08-08
ORD-12006,CUST-0255,PROD-123,CH-03,2022-04-16,2,1828.62,3657.24,completed,2022-04-25
ORD-12007,CUST-0198,PROD-111,CH-01,2021-04-07,2,3494.37,6988.74,completed,2021-04-09
ORD-12008,CUST-0377,PROD-125,CH-02,2023-10-04,1,2577.58,2577.58,completed,2023-10-09
ORD-12009,CUST-0008,PROD-107,CH-02,2022-12-31,1,3718.81,3718.81,completed,2023-01-05
ORD-12010,CUST-0328,PROD-102,CH-02,2023-11-23,1,3124.58,3124.58,completed,2023-11-26
ORD-12011,CUST-0257,PROD-105,CH-01,2021-01-02,3,3221.29,9663.87,completed,2021-01-08
ORD-12012,CUST-0467,PROD-130,CH-01,2021-02-21,1,1868.22,1868.22,cancelled,
ORD-12013,CUST-0062,PROD-128,CH-02,2021-08-10,1,2085.07,2085.07,refunded,2021-08-17
ORD-12014,CUST-0480,PROD-132,CH-02,2022-01-09,4,1633.99,6535.96,completed,2022-01-11
ORD-12015,CUST-0318,PROD-108,CH-01,2022-01-18,1,2898.12,2898.12,completed,2022-01-20
ORD-12016,CUST-0485,PROD-137,CH-01,2022-12-03,3,1872.15,5616.45,completed,2022-12-05
ORD-12017,CUST-0224,PROD-139,CH-01,2021-03-05,1,1168.54,1168.54,cancelled,
ORD-12018,CUST-0312,PROD-144,CH-01,2023-01-19,2,1202.67,2405.34,completed,2023-01-23
ORD-12019,CUST-0159,PROD-127,CH-03,2023-02-02,4,2641.01,10564.04,completed,2023-02-09
ORD-12020,CUST-0368,PROD-133,CH-01,2023-07-08,1,1042.17,1042.17,completed,2023-07-12
ORD-12021,CUST-0135,PROD-107,CH-01,2022-01-01,1,3718.81,3718.81,completed,2022-01-04
ORD-12022,CUST-0126,PROD-105,CH-03,2022-06-05,3,3221.29,9663.87,pending,
ORD-12023,CUST-0375,PROD-110,CH-01,2021-04-15,2,2635.02,5270.04,completed,2021-04-19
ORD-12024,CUST-0152,PROD-115,CH-01,2021-08-07,3,2616.8,7850.4,cancelled,
ORD-12025,CUST-0123,PROD-106,CH-01,2023-03-01,1,3605.58,3605.58,completed,2023-03-03
ORD-12026,CUST-0291,PROD-152,CH-01,2022-01-15,1,1194.35,1194.35,completed,2022-01-21
ORD-12027,CUST-0217,PROD-101,CH-01,2021-09-07,1,2062.47,2062.47,completed,2021-09-12
ORD-12028,CUST-0475,PROD-101,CH-02,2023-05-09,1,2062.47,2062.47,completed,2023-05-18
ORD-12029,CUST-0375,PROD-126,CH-03,2022-01-01,1,2119.57,2119.57,completed,2022-01-05
ORD-12030,CUST-0040,PROD-125,CH-02,2021-03-23,2,2577.58,5155.16,completed,2021-03-31
ORD-12031,CUST-0061,PROD-130,CH-03,2021-01-30,4,1868.22,7472.88,refunded,2021-02-01
ORD-12032,CUST-0168,PROD-120,CH-01,2023-08-06,1,1732.27,1732.27,pending,
ORD-12033,CUST-0483,PROD-126,CH-03,2021-09-23,1,2119.57,2119.57,completed,2021-09-26
ORD-12034,CUST-0312,PROD-107,CH-01,2021-03-27,1,3718.81,3718.81,completed,2021-03-29
ORD-12035,CUST-0407,PROD-108,CH-01,2021-06-23,1,2898.12,2898.12,completed,2021-06-27
ORD-12036,CUST-0360,PROD-104,CH-03,2021-02-25,3,2837.12,8511.36,completed,2021-02-27
ORD-12037,CUST-0430,PROD-138,CH-02,2023-01-13,1,1695.68,1695.68,cancelled,
ORD-12038,CUST-0147,PROD-115,CH-01,2022-04-12,1,2616.8,2616.8,cancelled,
ORD-12039,CUST-0322,PROD-142,CH-01,2022-09-23,2,1585.41,3170.82,completed,2022-09-26
ORD-12040,CUST-0131,PROD-107,CH-01,2022-01-31,2,3718.81,7437.62,completed,2022-02-05
ORD-12041,CUST-0111,PROD-127,CH-02,2022-05-24,2,2641.01,5282.02,cancelled,
ORD-12042,CUST-0077,PROD-106,CH-02,2023-12-05,2,3605.58,7211.16,completed,2023-12-09
ORD-12043,CUST-0038,PROD-112,CH-01,2023-05-17,3,3413.06,10239.18,completed,2023-05-21
ORD-12044,CUST-0296,PROD-107,CH-02,2021-06-12,1,3718.81,3718.81,refunded,2021-06-17
ORD-12045,CUST-0189,PROD-130,CH-01,2022-10-26,3,1868.22,5604.66,completed,2022-10-30
ORD-12046,CUST-0080,PROD-105,CH-01,2022-12-26,1,3221.29,3221.29,completed,2023-01-01
ORD-12047,CUST-0009,PROD-150,CH-02,2022-12-16,2,583.16,1166.32,cancelled,
ORD-12048,CUST-0358,PROD-131,CH-03,2023-11-28,1,2870.03,2870.03,cancelled,
ORD-12049,CUST-0377,PROD-102,CH-02,2021-05-08,1,3124.58,3124.58,completed,2021-05-10
ORD-12050,CUST-0276,PROD-128,CH-02,2021-10-20,2,2085.07,4170.14,refunded,2021-10-29
ORD-12051,CUST-0139,PROD-104,CH-03,2022-06-09,1,2837.12,2837.12,completed,2022-06-11
ORD-12052,CUST-0140,PROD-147,CH-02,2023-08-24,1,1334.76,1334.76,completed,2023-08-26
ORD-12053,CUST-0071,PROD-101,CH-01,2022-03-05,2,2062.47,4124.94,completed,2022-03-12
ORD-12054,CUST-0497,PROD-109,CH-02,2023-02-01,3,2552.17,7656.51,completed,2023-02-04
ORD-12055,CUST-0442,PROD-110,CH-01,2022-10-21,1,2635.02,2635.02,completed,2022-10-24
ORD-12056,CUST-0123,PROD-132,CH-03,2022-03-16,1,1633.99,1633.99,completed,2022-03-18
ORD-12057,CUST-0256,PROD-150,CH-01,2023-07-06,1,583.16,583.16,completed,2023-07-08
ORD-12058,CUST-0180,PROD-152,CH-02,2021-10-03,2,1194.35,2388.7,cancelled,
ORD-12059,CUST-0311,PROD-155,CH-01,2022-02-07,1,469.35,469.35,completed,2022-02-10
ORD-12060,CUST-0115,PROD-108,CH-01,2022-03-21,1,2898.12,2898.12,completed,2022-03-28
ORD-12061,CUST-0216,PROD-133,CH-01,2023-11-22,1,1042.17,1042.17,completed,2023-11-24
ORD-12062,CUST-0294,PROD-106,CH-02,2022-02-02,1,3605.58,3605.58,completed,2022-02-10
ORD-12063,CUST-0089,PROD-124,CH-01,2022-01-19,1,2616.01,2616.01,completed,2022-01-25
ORD-12064,CUST-0164,PROD-138,CH-01,2021-11-19,1,1695.68,1695.68,pending,
ORD-12065,CUST-0187,PROD-101,CH-02,2021-11-27,2,2062.47,4124.94,completed,2021-12-03
ORD-12066,CUST-0139,PROD-141,CH-01,2022-12-07,1,1788.8,1788.8,completed,2022-12-15
ORD-12067,CUST-0312,PROD-110,CH-03,2021-05-15,3,2635.02,7905.06,completed,2021-05-23
ORD-12068,CUST-0185,PROD-136,CH-03,2022-12-30,3,1227.29,3681.87,completed,2023-01-03
ORD-12069,CUST-0123,PROD-148,CH-01,2021-04-09,1,1847.98,1847.98,completed,2021-04-18
ORD-12070,CUST-0080,PROD-129,CH-02,2023-10-27,1,2312.12,2312.12,completed,2023-11-04
ORD-12071,CUST-0434,PROD-112,CH-01,2021-05-26,3,3413.06,10239.18,completed,2021-06-03
ORD-12072,CUST-0014,PROD-116,CH-01,2021-10-03,2,1866.98,3733.96,completed,2021-10-09
ORD-12073,CUST-0284,PROD-112,CH-03,2023-10-25,2,3413.06,6826.12,completed,2023-10-30
ORD-12074,CUST-0060,PROD-112,CH-01,2021-08-15,3,3413.06,10239.18,cancelled,
ORD-12075,CUST-0265,PROD-119,CH-01,2023-01-15,2,2695.51,5391.02,completed,2023-01-23
ORD-12076,CUST-0331,PROD-123,CH-03,2021-01-18,2,1828.62,3657.24,completed,2021-01-24
ORD-12077,CUST-0494,PROD-134,CH-02,2022-06-10,1,1351.99,1351.99,completed,2022-06-16
ORD-12078,CUST-0027,PROD-127,CH-03,2023-02-09,5,2641.01,13205.05,completed,2023-02-14
ORD-12079,CUST-0080,PROD-107,CH-02,2022-04-12,1,3718.81,3718.81,completed,2022-04-20
ORD-12080,CUST-0413,PROD-103,CH-01,2023-11-13,5,3714.61,18573.05,refunded,2023-11-17
ORD-12081,CUST-0481,PROD-129,CH-01,2022-01-07,4,2312.12,9248.48,cancelled,
ORD-12082,CUST-0146,PROD-129,CH-02,2021-12-30,2,2312.12,4624.24,completed,2022-01-02
ORD-12083,CUST-0434,PROD-134,CH-01,2023-05-26,2,1351.99,2703.98,completed,2023-06-02
ORD-12084,CUST-0395,PROD-140,CH-01,2022-09-06,1,1752.42,1752.42,completed,2022-09-11
ORD-12085,CUST-0234,PROD-108,CH-03,2021-01-09,1,2898.12,2898.12,completed,2021-01-12
ORD-12086,CUST-0028,PROD-109,CH-01,2021-10-06,1,2552.17,2552.17,completed,2021-10-12
ORD-12087,CUST-0146,PROD-104,CH-02,2022-12-11,2,2837.12,5674.24,refunded,2022-12-19
ORD-12088,CUST-0131,PROD-113,CH-01,2023-05-28,2,2239.31,4478.62,pending,
ORD-12089,CUST-0262,PROD-135,CH-01,2023-05-22,1,1649.8,1649.8,completed,2023-05-27
ORD-12090,CUST-0260,PROD-104,CH-03,2021-04-13,1,2837.12,2837.12,completed,2021-04-16
ORD-12091,CUST-0430,PROD-118,CH-01,2022-06-07,3,1912.21,5736.63,refunded,2022-06-10
ORD-12092,CUST-0350,PROD-140,CH-02,2021-03-12,1,1752.42,1752.42,completed,2021-03-18
ORD-12093,CUST-0485,PROD-108,CH-01,2021-12-12,2,2898.12,5796.24,refunded,2021-12-21
ORD-12094,CUST-0008,PROD-146,CH-02,2021-09-28,1,1869.39,1869.39,completed,2021-10-02
ORD-12095,CUST-0358,PROD-131,CH-03,2023-07-18,1,2870.03,2870.03,completed,2023-07-22
ORD-12096,CUST-0447,PROD-110,CH-01,2021-08-12,2,2635.02,5270.04,completed,2021-08-19
ORD-12097,CUST-0311,PROD-101,CH-01,2022-03-04,1,2062.47,2062.47,completed,2022-03-06
ORD-12098,CUST-0261,PROD-118,CH-02,2023-09-27,2,1912.21,3824.42,completed,2023-09-30
ORD-12099,CUST-0413,PROD-125,CH-03,2021-01-16,4,2577.58,10310.32,cancelled,
ORD-12100,CUST-0254,PROD-109,CH-01,2021-01-17,2,2552.17,5104.34,cancelled,
ORD-12101,CUST-0220,PROD-111,CH-01,2021-06-28,1,3494.37,3494.37,cancelled,
ORD-12102,CUST-0162,PROD-104,CH-03,2021-11-20,2,2837.12,5674.24,pending,
ORD-12103,CUST-0294,PROD-112,CH-02,2022-02-21,1,3413.06,3413.06,refunded,2022-02-23
ORD-12104,CUST-0275,PROD-129,CH-01,2021-07-12,1,2312.12,2312.12,completed,2021-07-20
ORD-12105,CUST-0257,PROD-126,CH-02,2021-06-19,2,2119.57,4239.14,completed,2021-06-28
ORD-12106,CUST-0060,PROD-120,CH-01,2023-04-30,3,1732.27,5196.81,completed,2023-05-05
ORD-12107,CUST-0045,PROD-128,CH-01,2023-09-07,4,2085.07,8340.28,completed,2023-09-16
ORD-12108,CUST-0178,PROD-149,CH-02,2021-08-17,1,1190.52,1190.52,refunded,2021-08-23
ORD-12109,CUST-0009,PROD-101,CH-01,2022-01-20,2,2062.47,4124.94,pending,
ORD-12110,CUST-0265,PROD-147,CH-01,2021-08-17,1,1334.76,1334.76,cancelled,
ORD-12111,CUST-0358,PROD-123,CH-03,2022-02-20,1,1828.62,1828.62,pending,
ORD-12112,CUST-0097,PROD-102,CH-02,2022-10-16,2,3124.58,6249.16,completed,2022-10-21
ORD-12113,CUST-0474,PROD-145,CH-01,2022-01-31,1,2094.18,2094.18,completed,2022-02-07
ORD-12114,CUST-0178,PROD-101,CH-03,2022-12-04,2,2062.47,4124.94,completed,2022-12-08
ORD-12115,CUST-0058,PROD-129,CH-03,2023-01-26,1,2312.12,2312.12,completed,2023-02-01
ORD-12116,CUST-0269,PROD-134,CH-01,2022-07-15,1,1351.99,1351.99,completed,2022-07-21
ORD-12117,CUST-0033,PROD-114,CH-01,2021-05-12,3,3231.42,9694.26,completed,2021-05-16
ORD-12118,CUST-0458,PROD-129,CH-03,2023-10-31,2,2312.12,4624.24,completed,2023-11-06
ORD-12119,CUST-0375,PROD-155,CH-01,2023-12-28,1,469.35,469.35,completed,
ORD-12120,CUST-0139,PROD-113,CH-03,2021-06-21,1,2239.31,2239.31,completed,2021-06-28
ORD-12121,CUST-0453,PROD-122,CH-02,2021-07-28,1,2788.03,2788.03,completed,2021-08-06
ORD-12122,CUST-0065,PROD-132,CH-01,2023-07-11,1,1633.99,1633.99,cancelled,
ORD-12123,CUST-0034,PROD-108,CH-02,2022-02-20,1,2898.12,2898.12,completed,2022-03-01
ORD-12124,CUST-0413,PROD-132,CH-01,2023-01-02,5,1633.99,8169.95,completed,2023-01-09
ORD-12125,CUST-0291,PROD-113,CH-03,2021-05-27,1,2239.31,2239.31,completed,2021-06-02
ORD-12126,CUST-0291,PROD-143,CH-01,2022-12-28,1,2100.35,2100.35,completed,2023-01-04
ORD-12127,CUST-0084,PROD-106,CH-02,2023-02-20,1,3605.58,3605.58,completed,2023-02-23
ORD-12128,CUST-0260,PROD-112,CH-03,2023-05-13,1,3413.06,3413.06,completed,2023-05-19
ORD-12129,CUST-0206,PROD-139,CH-02,2021-03-03,3,1168.54,3505.62,completed,2021-03-05
ORD-12130,CUST-0314,PROD-123,CH-02,2022-08-29,2,1828.62,3657.24,completed,2022-09-03
ORD-12131,CUST-0178,PROD-146,CH-01,2022-09-26,1,1869.39,1869.39,pending,
ORD-12132,CUST-0430,PROD-104,CH-01,2022-05-23,1,2837.12,2837.12,refunded,2022-05-27
ORD-12133,CUST-0399,PROD-146,CH-01,2022-12-31,1,1869.39,1869.39,completed,2023-01-03
ORD-12134,CUST-0358,PROD-112,CH-01,2021-05-28,1,3413.06,3413.06,completed,2021-06-05
ORD-12135,CUST-0204,PROD-142,CH-02,2023-09-02,1,1585.41,1585.41,completed,2023-09-10
ORD-12136,CUST-0316,PROD-103,CH-03,2021-01-24,2,3714.61,7429.22,completed,2021-02-02
ORD-12137,CUST-0442,PROD-110,CH-02,2021-08-23,1,2635.02,2635.02,completed,2021-08-25
ORD-12138,CUST-0242,PROD-123,CH-01,2022-05-08,2,1828.62,3657.24,completed,2022-05-17
ORD-12139,CUST-0028,PROD-103,CH-01,2022-12-09,2,3714.61,7429.22,completed,2022-12-15
ORD-12140,CUST-0405,PROD-133,CH-02,2021-07-18,4,1042.17,4168.68,completed,2021-07-23
ORD-12141,CUST-0302,PROD-124,CH-01,2021-01-20,2,2616.01,5232.02,pending,
ORD-12142,CUST-0386,PROD-102,CH-01,2021-05-06,1,3124.58,3124.58,completed,2021-05-08
ORD-12143,CUST-0071,PROD-121,CH-01,2023-04-18,1,2039.76,2039.76,completed,2023-04-27
ORD-12144,CUST-0357,PROD-101,CH-01,2023-05-13,2,2062.47,4124.94,cancelled,
ORD-12145,CUST-0097,PROD-133,CH-02,2022-03-22,1,1042.17,1042.17,completed,2022-03-30
ORD-12146,CUST-0206,PROD-110,CH-01,2022-06-08,3,2635.02,7905.06,completed,2022-06-11
ORD-12147,CUST-0135,PROD-117,CH-01,2022-03-21,1,2591.06,2591.06,completed,2022-03-27
ORD-12148,CUST-0223,PROD-135,CH-01,2023-07-03,1,1649.8,1649.8,completed,2023-07-08
ORD-12149,CUST-0084,PROD-122,CH-01,2022-05-17,2,2788.03,5576.06,completed,2022-05-21
ORD-12150,CUST-0302,PROD-101,CH-01,2023-11-14,3,2062.47,6187.41,completed,2023-11-21
ORD-12151,CUST-0382,PROD-105,CH-02,2021-05-17,3,3221.29,9663.87,cancelled,
ORD-12152,CUST-0029,PROD-102,CH-01,2022-01-25,1,3124.58,3124.58,completed,2022-01-29
ORD-12153,CUST-0293,PROD-113,CH-01,2022-07-08,1,2239.31,2239.31,completed,2022-07-11
ORD-12154,CUST-0233,PROD-150,CH-02,2023-06-28,2,583.16,1166.32,completed,2023-07-05
ORD-12155,CUST-0031,PROD-109,CH-01,2022-10-22,1,2552.17,2552.17,completed,2022-10-28
ORD-12156,CUST-0302,PROD-110,CH-02,2023-11-26,2,2635.02,5270.04,completed,2023-12-02
ORD-12157,CUST-0258,PROD-124,CH-02,2023-05-01,4,2616.01,10464.04,completed,2023-05-06
ORD-12158,CUST-0330,PROD-106,CH-01,2023-03-21,1,3605.58,3605.58,completed,2023-03-26
ORD-12159,CUST-0111,PROD-135,CH-01,2022-09-05,1,1649.8,1649.8,completed,2022-09-09
ORD-12160,CUST-0033,PROD-115,CH-01,2021-05-24,2,2616.8,5233.6,refunded,2021-06-02
ORD-12161,CUST-0292,PROD-123,CH-01,2023-02-11,1,1828.62,1828.62,completed,2023-02-17
ORD-12162,CUST-0064,PROD-102,CH-01,2021-04-07,5,3124.58,15622.9,completed,2021-04-16
ORD-12163,CUST-0265,PROD-101,CH-02,2021-05-10,2,2062.47,4124.94,completed,2021-05-19
ORD-12164,CUST-0143,PROD-107,CH-03,2021-12-23,2,3718.81,7437.62,completed,2021-12-31
ORD-12165,CUST-0327,PROD-117,CH-01,2022-01-24,2,2591.06,5182.12,completed,2022-01-26
ORD-12166,CUST-0442,PROD-108,CH-01,2021-09-09,1,2898.12,2898.12,completed,2021-09-17
ORD-12167,CUST-0191,PROD-128,CH-01,2023-10-02,1,2085.07,2085.07,cancelled,
ORD-12168,CUST-0034,PROD-114,CH-03,2021-01-18,1,3231.42,3231.42,cancelled,
ORD-12169,CUST-0080,PROD-133,CH-01,2023-02-24,3,1042.17,3126.51,completed,2023-03-04
ORD-12170,CUST-0350,PROD-130,CH-02,2021-07-02,1,1868.22,1868.22,completed,2021-07-04
ORD-12171,CUST-0407,PROD-111,CH-01,2022-08-11,3,3494.37,10483.11,completed,2022-08-14
ORD-12172,CUST-0019,PROD-111,CH-01,2021-09-30,1,3494.37,3494.37,completed,2021-10-08
ORD-12173,CUST-0485,PROD-101,CH-01,2022-02-08,3,2062.47,6187.41,completed,2022-02-10
ORD-12174,CUST-0189,PROD-110,CH-01,2023-08-06,1,2635.02,2635.02,completed,2023-08-10
ORD-12175,CUST-0262,PROD-112,CH-01,2021-01-22,1,3413.06,3413.06,pending,
ORD-12176,CUST-0411,PROD-103,CH-02,2022-03-04,1,3714.61,3714.61,completed,2022-03-12
ORD-12177,CUST-0199,PROD-155,CH-02,2022-06-15,4,469.35,1877.4,completed,2022-06-17
ORD-12178,CUST-0395,PROD-113,CH-02,2021-01-21,2,2239.31,4478.62,completed,2021-01-27
ORD-12179,CUST-0312,PROD-107,CH-02,2022-01-31,1,3718.81,3718.81,completed,2022-02-03
ORD-12180,CUST-0333,PROD-110,CH-03,2022-12-06,1,2635.02,2635.02,completed,2022-12-08
ORD-12181,CUST-0447,PROD-108,CH-02,2021-11-22,2,2898.12,5796.24,completed,2021-11-29
ORD-12182,CUST-0188,PROD-154,CH-01,2023-10-25,1,998.62,998.62,completed,2023-11-02
ORD-12183,CUST-0363,PROD-128,CH-01,2022-01-04,4,2085.07,8340.28,completed,2022-01-08
ORD-12184,CUST-0481,PROD-128,CH-01,2021-07-13,4,2085.07,8340.28,completed,2021-07-17
ORD-12185,CUST-0040,PROD-123,CH-01,2021-01-11,2,1828.62,3657.24,pending,
ORD-12186,CUST-0024,PROD-105,CH-01,2023-07-28,2,3221.29,6442.58,completed,2023-08-06
ORD-12187,CUST-0369,PROD-137,CH-02,2021-02-25,2,1872.15,3744.3,completed,2021-02-27
ORD-12188,CUST-0009,PROD-144,CH-01,2022-04-13,2,1202.67,2405.34,completed,2022-04-20
ORD-12189,CUST-0008,PROD-109,CH-02,2021-09-15,1,2552.17,2552.17,completed,2021-09-17
ORD-12190,CUST-0081,PROD-124,CH-03,2021-03-11,2,2616.01,5232.02,completed,2021-03-20
ORD-12191,CUST-0164,PROD-107,CH-01,2021-06-14,2,3718.81,7437.62,completed,2021-06-18
ORD-12192,CUST-0084,PROD-141,CH-01,2021-01-30,1,1788.8,1788.8,completed,2021-02-01
ORD-12193,CUST-0038,PROD-107,CH-02,2021-03-27,2,3718.81,7437.62,refunded,2021-03-29
ORD-12194,CUST-0442,PROD-135,CH-01,2023-08-01,2,1649.8,3299.6,completed,2023-08-10
ORD-12195,CUST-0327,PROD-113,CH-03,2023-02-19,4,2239.31,8957.24,completed,2023-02-26
ORD-12196,CUST-0308,PROD-129,CH-01,2023-06-04,2,2312.12,4624.24,completed,2023-06-08
ORD-12197,CUST-0124,PROD-119,CH-01,2023-09-27,1,2695.51,2695.51,pending,
ORD-12198,CUST-0097,PROD-143,CH-01,2023-07-21,1,2100.35,2100.35,completed,2023-07-24
ORD-12199,CUST-0111,PROD-106,CH-01,2021-06-22,2,3605.58,7211.16,completed,2021-06-29
ORD-12200,CUST-0449,PROD-109,CH-02,2022-02-05,2,2552.17,5104.34,completed,2022-02-09
ORD-12201,CUST-0291,PROD-130,CH-01,2023-10-25,1,1868.22,1868.22,completed,2023-10-28
ORD-12202,CUST-0458,PROD-111,CH-01,2023-05-09,1,3494.37,3494.37,cancelled,
ORD-12203,CUST-0234,PROD-131,CH-03,2022-07-11,1,2870.03,2870.03,completed,2022-07-19
ORD-12204,CUST-0497,PROD-107,CH-02,2023-05-20,4,3718.81,14875.24,completed,2023-05-23
ORD-12205,CUST-0009,PROD-145,CH-01,2022-05-03,1,2094.18,2094.18,cancelled,
ORD-12206,CUST-0187,PROD-106,CH-01,2022-11-14,1,3605.58,3605.58,completed,2022-11-20
ORD-12207,CUST-0401,PROD-125,CH-01,2023-01-18,4,2577.58,10310.32,completed,2023-01-21
ORD-12208,CUST-0029,PROD-105,CH-01,2022-06-06,3,3221.29,9663.87,completed,2022-06-12
ORD-12209,CUST-0327,PROD-132,CH-02,2021-09-16,2,1633.99,3267.98,completed,2021-09-22
ORD-12210,CUST-0365,PROD-109,CH-01,2021-05-27,1,2552.17,2552.17,completed,2021-06-02
ORD-12211,CUST-0197,PROD-111,CH-02,2022-09-26,2,3494.37,6988.74,completed,2022-09-28
